1, 636.0457658300433
1, 607.6282351887738
2-1, 1496.7732013913583
1, 591.6285528483528
3-1, 1318.3454157534477
1, 572.1620135423265
4-1, 1049.8477649373417
1, 547.2871783637077
2-1, 1399.2993166314216
5-1, 1290.4590111111538
1, 534.811361457866
6-1, 1241.2889745075802
4-2-1, 2928.191227180384
1, 513.9523197507928
5-2-1, 3035.9085658937747
3-1, 1318.3454157534477
1, 508.09946482602834
2-1, 1281.9877859261824
1, 478.7847530112017
6-3-1, 2184.1080674975433
9-1, 1295.149758417041
4-1, 1049.8477649373417
1, 439.31962266767295
6-4-1, 3083.912673008724
5-5-1, 2847.4630004427936
5-3-2-1, 5576.862815684366
1, 418.4737150945416
3-1, 1318.3454157534477
2-1, 1169.4090321021906
5-1, 1290.4590111111538
1, 418.4737150945416
8-4-1, 2883.058454761228
1, 416.3116020512246
6-1, 1241.2889745075802
4-2-1, 2928.191227180384
1, 396.8540142796284
4-1, 1049.8477649373417
2-1, 1082.5610265720507
5-2-1, 3035.9085658937747
1, 383.27960350355414
3-1, 1306.6757192937673
1, 382.3792322939063
7-5-3-2-1, 10031.241163503957
1, 374.382964780345
2-1, 1082.5610265720507
5-1, 1290.4590111111538
1, 370.92396157049524
6-3-1, 2184.1080674975433
9-1, 1295.149758417041
4-1, 1049.8477649373417
3-1, 1306.6757192937673
1, 369.26211094871877
8-6-4-2-1, 7886.162895249189
6-1, 1241.2889745075802
4-2-1, 2928.191227180384
1, 365.1524783589293
2-1, 1033.034265282712
6-4-1, 3083.912673008724
5-5-1, 2847.4630004427936
5-3-2-1, 5576.862815684366
1, 365.1524783589293
1, 365.1524783589293
5-2-1, 3035.9085658937747
3-1, 1230.022641156667
2-1, 951.2063568249606
1, 364.30113199587186
4-1, 1049.8477649373417
5-1, 1290.4590111111538
8-4-1, 2883.058454761228
1, 364.30113199587186
1, 364.30113199587186
2-1, 849.5708191620564
1, 363.5180030597379
6-1, 1241.2889745075802
4-2-1, 2928.191227180384
3-1, 1130.7297141268077
1, 363.5180030597379
9-1, 1295.149758417041
6-3-1, 2184.1080674975433
4-1, 1049.8477649373417
1, 363.3253229150911
2-1, 849.5708191620564
1, 362.56172140820826
5-1, 1290.4590111111538
5-2-1, 2848.3251341425926
3-1, 1130.7297141268077
1, 362.56172140820826
6-4-1, 3083.912673008724
5-5-1, 2847.4630004427936
5-3-2-1, 5576.862815684366
1, 362.56172140820826
2-1, 794.8671081721612
1, 362.56172140820826
6-1, 1241.2889745075802
4-1, 1049.8477649373417
4-2-1, 2884.172328461033
7-5-3-2-1, 10031.241163503957
